dimension,w_statistic,p_value,p_value_bonferroni,p_value_bh
147,136018.0,7.088821574779427e-36,5.4442149694306e-33,1.8269177749767114e-35
148,164623.0,7.054060531698972e-21,5.41751848834481e-18,1.3376588860110643e-20
149,246466.0,0.6787233949384657,1.0,0.6940873066747558
150,104551.0,2.915176344744096e-57,2.2388554327634657e-54,1.1540491921461163e-56
151,149118.0,1.7510038946394305e-28,1.3447709910830826e-25,3.8754207235823704e-28
152,129908.0,1.2563160728123078e-39,9.648507439198524e-37,3.4958360286951175e-39
153,43721.0,3.684637994956121e-113,2.8298019801263006e-110,6.151743435057175e-112
154,94213.0,2.084471556887739e-65,1.6008741556897834e-62,9.307407881917346e-65
155,52608.0,8.530344633834066e-104,6.551304678784563e-101,1.0739843735712399e-102
156,122463.0,1.8485480580281509e-44,1.4196849085656197e-41,5.842324726607489e-44
157,166134.0,3.3368127308553855e-20,2.562672177296936e-17,6.235212110211523e-20
158,9067.0,1.3530707953511284e-153,1.0391583708296666e-150,3.4638612360988887e-151
159,241140.0,0.31866615428133893,1.0,0.33571413784371507
160,78333.0,5.3320770272495307e-79,4.09503515692764e-76,3.1992462163497185e-78
161,82325.0,1.8486603345024582e-75,1.419771136897888e-72,1.0595306991775284e-74
162,240218.0,0.2721490355704418,1.0,0.2878931946530293
163,127937.0,7.042397932430508e-41,5.40856161210663e-38,2.040966646077974e-40
164,165329.0,1.4629815957816306e-20,1.1235698655602922e-17,2.753847709706599e-20
165,154044.0,6.220903632753277e-26,4.7776539899545164e-23,1.3053699426105237e-25
166,121499.0,4.17014894363957e-45,3.20267438871519e-42,1.340031124985435e-44
167,174141.0,8.011130885216692e-17,6.152548519846419e-14,1.3825951729991955e-16
168,136396.0,1.1921177629177093e-35,9.155464419208008e-33,3.0518214730693357e-35
169,248475.0,0.8459442768261138,1.0,0.8548489534242835
170,205240.0,8.354296710946247e-07,0.0006416099874006718,1.137606360639489e-06
171,74352.0,1.3011730296281197e-82,9.99300886754396e-80,8.397486443314252e-82
172,51539.0,6.702254483555645e-105,5.147331443370735e-102,8.874709385121958e-104
173,93843.0,1.0403699706391662e-65,7.990041374508797e-63,4.700024337946351e-65
174,237641.0,0.16752148468099703,1.0,0.17943723882148635
175,28206.0,1.7157620646886756e-130,1.3177052656809028e-127,5.270821062723611e-129
176,76017.0,4.317640327324417e-81,3.315947771385152e-78,2.6958924970610997e-80
177,245909.0,0.6346612698885723,1.0,0.6507608214611796
178,227190.0,0.011596080654285978,1.0,0.013392165327055085
179,14164.0,2.950978327979641e-147,2.2663513558883645e-144,3.237644794126235e-145
180,219705.0,0.0008271985808963026,0.6352885101283604,0.0010213641641935054
181,75707.0,2.255089302902044e-81,1.7319085846287697e-78,1.4313294087841071e-80
182,172463.0,1.669453142818213e-17,1.2821400136843876e-14,2.933958841383038e-17
183,198765.0,1.7437626855841773e-08,1.3392097425286481e-05,2.5125886351381768e-08
184,101367.0,1.0349806758965913e-59,7.948651590885821e-57,4.319919342872728e-59
185,243074.0,0.4321591047679102,1.0,0.4479057927958907
186,58194.0,4.047966697744578e-98,3.108838423867836e-95,4.0374524985296566e-97
187,121569.0,4.6480589010888437e-45,3.569709236036232e-42,1.48737884834843e-44
188,206560.0,1.7320322490700484e-06,0.001330200767285797,2.317422939522295e-06
189,164159.0,4.35344933423329e-21,3.3434490886911665e-18,8.27586408091873e-21
190,121623.0,5.0536370005965626e-45,3.88119321645816e-42,1.6104536167876183e-44
191,175861.0,3.8623996863614415e-16,2.9663229591255873e-13,6.606509931237388e-16
192,140041.0,1.641477190468702e-33,1.2606544822799633e-30,3.9518949287773144e-33
193,191714.0,1.4793260415244184e-10,1.1361223998907534e-07,2.2364614171077822e-10
194,139216.0,5.459242797099298e-34,4.192698468172261e-31,1.3310153867213528e-33
195,166903.0,7.282762375918828e-20,5.59316150470566e-17,1.3477497601700384e-19
196,182670.0,1.3880318016867362e-13,1.0660084236954134e-10,2.248962919188636e-13
197,249308.0,0.9178728111846958,1.0,0.9214723124050279
198,214752.0,0.00010203670725140426,0.07836419116907847,0.00013038966916651993
199,73494.0,2.1133370516440122e-83,1.6230428556626015e-80,1.3872161159509414e-82
200,235847.0,0.11489052990188342,1.0,0.1251573432122645
201,182742.0,1.472832596214117e-13,1.1311354338924418e-10,2.381337755563035e-13
202,184340.0,5.406566571298274e-13,4.152243126757074e-10,8.561326034550669e-13
203,199170.0,2.253232944208209e-08,1.7304829011519045e-05,3.222500747024031e-08
204,170925.0,3.851034538747129e-18,2.9575945257577948e-15,6.910267583546251e-18
205,67280.0,3.1188762184227e-89,2.3952969357486337e-86,2.603583625813732e-88
206,59465.0,7.518833020836364e-97,5.774463760002328e-94,7.309447797471301e-96
207,139795.0,1.1831547687579093e-33,9.086628624060744e-31,2.8664443609024426e-33
208,248076.0,0.8119033523197557,1.0,0.8226144783398053
209,207229.0,2.4871194693638533e-06,0.0019101077524714392,3.3161592924851375e-06
210,130241.0,2.0348565504725605e-39,1.5627698307629264e-36,5.581320824153309e-39
211,212575.0,3.723542386127349e-05,0.02859680552545804,4.8061858025979896e-05
212,88179.0,2.0344355830369966e-70,1.5624465277724134e-67,1.0212068808970022e-69
213,55414.0,6.346935592083103e-101,4.8744465347198234e-98,6.963495049599748e-100
214,156415.0,9.481241508820013e-25,7.28159347877377e-22,1.9417582610063384e-24
215,209112.0,6.698036866016145e-06,0.005144092313100399,8.793320193334016e-06
216,224807.0,0.0053519078990768645,1.0,0.00633322845376122
217,155113.0,2.1420087924955058e-25,1.6450627526365485e-22,4.446115547666348e-25
218,145044.0,1.0944948505572522e-30,8.405720452279697e-28,2.516682770143622e-30
219,227039.0,0.011062059876926333,1.0,0.012813969812186158
220,130642.0,3.630568539983931e-39,2.788276638707659e-36,9.922692664440068e-39
221,154407.0,9.480963873972807e-26,7.281380255211116e-23,1.9786359389160641e-25
222,38298.0,4.471515412278454e-119,3.434123836629853e-116,8.176485325309173e-118
223,102039.0,3.4382455445255284e-59,2.640572578195606e-56,1.4196626764492504e-58
